x	Y_20181208_15694_1_13g	Y_20181208_15694_1_17g	Y_20181208_15694_1_19g	Y_20181208_15694_10_14g	Y_20181208_15694_10_2g	Y_20181208_15694_10_4g	Y_20181208_15694_10_7g	Y_20181208_15694_11_10g	Y_20181208_15694_11_11g	Y_20181208_15694_11_7g	Y_20181208_15694_11_8g	Y_20181208_15694_11_9g	Y_20181208_15694_12_12g	Y_20181208_15694_13_10g	Y_20181208_15694_13_11g	Y_20181208_15694_13_12g	Y_20181208_15694_13_15g	Y_20181208_15694_13_2g	Y_20181208_15694_13_7g	Y_20181208_15694_14_1g	Y_20181208_15694_15_4g	Y_20181208_15694_15_7g	Y_20181208_15694_15_9g	Y_20181208_15694_16_12g	Y_20181208_15694_16_15g	Y_20181208_15694_18_5g	Y_20181208_15694_19_11g	Y_20181208_15694_19_20g	Y_20181208_15694_2_1g	Y_20181208_15694_2_3g	Y_20181208_15694_20_11g	Y_20181208_15694_20_2g	Y_20181208_15694_20_6g	Y_20181208_15694_21_4g	Y_20181208_15694_22_13g	Y_20181208_15694_22_1g	Y_20181208_15694_22_7g	Y_20181208_15694_22_8g	Y_20181208_15694_23_11g	Y_20181208_15694_23_15g	Y_20181208_15694_23_18g	Y_20181208_15694_24_11g	Y_20181208_15694_24_12g	Y_20181208_15694_24_3g	Y_20181208_15694_24_4g	Y_20181208_15694_26_10g	Y_20181208_15694_26_17g	Y_20181208_15694_26_5g	Y_20181208_15694_26_8g	Y_20181208_15694_27_14g	Y_20181208_15694_27_1g	Y_20181208_15694_29_4g	Y_20181208_15694_29_7g	Y_20181208_15694_3_10g	Y_20181208_15694_3_16g	Y_20181208_15694_3_17g	Y_20181208_15694_3_4g	Y_20181208_15694_3_6g	Y_20181208_15694_3_9g	Y_20181208_15694_30_5g	Y_20181208_15694_30_6g	Y_20181208_15694_30_7g	Y_20181208_15694_30_9g	Y_20181208_15694_4_1g	Y_20181208_15694_5_10g	Y_20181208_15694_5_16g	Y_20181208_15694_5_9g	Y_20181208_15694_6_14g	Y_20181208_15694_6_1g	Y_20181208_15694_7_15g	Y_20181208_15694_7_16g	Y_20181208_15694_7_2g	Y_20181208_15694_7_6g	Y_20181208_15694_7_9g	Y_20181208_15694_8_15g	Y_20181208_15694_8_7g	Y_20181208_15694_9_4g	Y_20181208_15694_9_6g	Y_20181208_15694b_1_4g	Y_20181208_15694b_10_3g	Y_20181208_15694b_2_7g	Y_20181208_15694b_2_8g	Y_20181208_15694b_3_4g	Y_20181208_15694b_3_6g	Y_20181208_15694b_6_10g	Y_20181208_15694b_6_12g	Y_20181208_15694b_6_5g
2.8019	34098.6211	35872.7227	33856.3945	47462.2852	36255.9766	36085.9492	33621.3633	57146.4141	48906.5039	54297.793	37128.3008	37100.3242	38270.4492	65697.3594	38298.2891	35105.4023	38236.9922	71275.4375	35325.7773	78794.7891	40319.1836	66156.4219	29366.6797	31521.209	42308.582	34002.4727	66575.5781	55679.2617	38606.1484	40155.3086	47631.7148	45015.8555	33110.1758	48057.293	33736.082	31919.1445	38466.3828	43098.2656	27502.0645	34456.6211	33291.2109	46504.4219	48765.6094	43797.2383	28333.2246	29468.3945	36590.9336	36465.2344	NaN	45291.0547	40804.9102	35661.4141	44956.9062	32707.4785	38379.7109	34326.2812	80750.8906	NaN	40202.668	37023.6445	31606.3555	48054.9531	35832.0859	38393.2773	99031.9062	71269.2109	66609.5312	38200.5156	43609.0586	38354.7305	34497.4023	44317.0078	81528.0391	44128.0352	34737.4883	64278.4453	67392.7109	48439.5117	36841.9922	42721.8516	34076.957	NaN	NaN	34600.7617	88860.7422	28946.8047	50783.3828
2.9353	33534.6523	32806.9492	32518.6699	38513.3672	29918.6562	34408.3555	32597.5918	41606.375	39236.6094	NaN	35321.1992	32642.4492	32915.6523	44431.2422	35089.4453	39935.1016	36014.1133	49452.082	33322.5938	55968.4766	35130.0898	88029.2422	27740.2324	29947.9727	36540.6641	32969.875	76084	40654.8867	34611.5938	50182.0781	72804.3516	37641.8906	31009.7422	38420.1719	30148.3945	32614.5938	34427.1719	45888.75	26455.8691	32245.3516	30741.8828	38941.0312	37628.3672	33743.2422	27358.7129	28148.5703	29254.6055	34900.7812	NaN	37156.1602	36151.6797	34894.6172	38298.2773	33363.7305	40086.7109	33209.0273	53602.8047	NaN	35932.2383	33390.0508	31252.2617	39651.332	34737.6484	32060.2188	71234.8906	68689.1172	49571.1328	34397.2383	33853.7109	33155.125	31119.7949	34328.0625	57037.1445	38137.8047	33008.6641	62060.0195	68232.0078	42295.7109	34372.3711	36301.5977	NaN	NaN	NaN	30453.0859	66772.5469	NaN	41688.707
3.0687	NaN	32367.959	31919.0332	32726.7285	25997.7617	NaN	29830.6562	35376.0938	35115.1211	NaN	35405.2969	31303.3418	30192.2227	36108.2852	33785.0156	NaN	NaN	40610.4844	33030.543	36843.9414	32694.375	83336.8047	26740.7422	29922.6875	35500.6953	31474.3848	70986.4141	38095.4531	35087.4961	64446.832	96281.4219	33467.0664	27548.791	35913.2305	28742.4414	NaN	33749.2656	NaN	27949.0996	30746.2988	28973.7969	36287.4062	32561.0488	30542.0801	NaN	27596.3809	27928.2754	33399.7734	NaN	33942.2344	33419.2344	NaN	35352.3203	32397.4492	42492.9688	NaN	38776.0312	NaN	35096.7773	32641.6562	30987.1992	36885.5117	33329.2852	30354.6836	48443.6484	50310.7031	39673.0781	33255.4297	30406.1387	32178.9258	30557.9199	30602.1133	42230.543	34583.8008	31950.7148	48769.3984	49955.8945	NaN	34906.5273	34167.918	NaN	NaN	NaN	29901.2715	44896.1758	NaN	NaN
3.2021	NaN	31120.8672	32009.0625	32532.6699	25695.0977	NaN	30678.0977	34054.5273	32958.2344	NaN	NaN	29422.4473	28369.4082	33359.0234	33754.1797	NaN	NaN	35805.7852	31556.8379	31203.8301	NaN	55240.9844	25824.2461	29064.0098	34159.9141	30043.541	61493.0938	37670.5078	38798.9531	60622.918	89930.6562	29194.7207	29071.6504	33186.9062	28281.0273	NaN	33036.3203	NaN	NaN	NaN	30343.1387	33679.1094	30988.5391	30585.9512	NaN	NaN	26095.6875	33375.2734	NaN	33254.0273	32648.5059	NaN	33710.4219	33088.7031	NaN	NaN	33824.8203	NaN	NaN	32135.4219	NaN	35375.1797	32960.0508	28857.1855	39861.2109	38449.5156	34684.5938	30872.748	28460.123	32882.9102	NaN	30241.8516	36386.2305	32210.3242	31254.1699	40432.207	35570.4336	NaN	NaN	33306.5508	NaN	NaN	NaN	NaN	39384.4766	NaN	NaN
3.3355	NaN	NaN	30800.0898	NaN	24252.457	NaN	NaN	32137.252	31813.4922	NaN	NaN	NaN	27939.4453	32609.8926	NaN	NaN	NaN	35170.0195	32217.9961	30902.4141	NaN	38714.1328	26618.7207	NaN	35179.1992	NaN	47037.3398	NaN	NaN	47397.5938	62921.5	28726.0488	28936.1133	34110.9688	28238.0371	NaN	32317.75	NaN	NaN	NaN	NaN	NaN	28404.832	NaN	NaN	NaN	27355.0391	NaN	NaN	35337.25	31559.1367	NaN	32742.1055	NaN	NaN	NaN	32597.1602	NaN	NaN	31137.0488	NaN	NaN	NaN	28068.6797	37509.6289	33832.9727	34423.918	31371.791	27104.3613	NaN	NaN	31693.9609	33496.9961	31085.2988	NaN	36113.4766	31460.2676	NaN	NaN	32426.4531	NaN	NaN	NaN	NaN	35061.4297	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30916.9004	29928.2383	NaN	NaN	NaN	28878.2188	30941.0898	NaN	NaN	NaN	32630.1602	31288.1133	31835.5117	NaN	33777.2227	NaN	NaN	NaN	NaN	35419.8594	NaN	NaN	39215.1094	44190.0547	27027.3203	NaN	32320.5566	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29609.0254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30870.291	NaN	32363.2031	NaN	NaN	NaN	31632.3828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32651.4219	NaN	31322.9844	26637.8164	NaN	NaN	NaN	32639.4277	32755.9434	NaN	34096.3164	31907.459	NaN	NaN	32174.5625	NaN	NaN	NaN	NaN	30735.0195	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30498.3086	30021.5762	NaN	NaN	NaN	NaN	30497.1348	NaN	NaN	NaN	NaN	NaN	29766.877	NaN	32301.5332	NaN	NaN	NaN	NaN	31367.834	NaN	NaN	35936.2617	40097.8672	27065.5879	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28991.0352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31712.6602	NaN	NaN	33150.0156	31381.8379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31366.9512	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31132.8477	NaN	NaN	NaN	NaN	NaN	31133.7109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30128.4648	NaN	NaN	NaN	NaN	29463.4551	NaN	NaN	34033.2656	41493.8164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32746.8613	31721.2871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31857.6992	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30660.457	NaN	NaN	NaN	NaN	29718.1973	NaN	NaN	33435.4531	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29553.8359	NaN	NaN	NaN	NaN	30349.2969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30183.2129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30804.2246	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
